original_title,revenue,budget,popularity,actors_cnt,original_language,language_en,language_fr,language_es,language_de,language_ru,language_it,language_ja,release_date,release_year,release_month,release_week,release_weekday,runtime,runtime_intervals,runtime_cat,is_collection,keywords_cnt,crew_total_cnt,crew_writing_cnt,crew_directing_cnt,crew_art_cnt,crew_sound_cnt,crew_costume_makeup_cnt,crew_visual_effects_cnt,crew_production_cnt,crew_actors_cnt,crew_camera_cnt,crew_lighting_cnt,crew_editing_cnt,sw_genre_action,sw_genre_adventure,sw_genre_animation,sw_genre_comedy,sw_genre_crime,sw_genre_documentary,sw_genre_drama,sw_genre_family,sw_genre_fantasy,sw_genre_foreign,sw_genre_history,sw_genre_horror,sw_genre_music,sw_genre_mystery,sw_genre_romance,sw_genre_science_fiction,sw_genre_thriller,sw_genre_tv_movie,sw_genre_war,sw_genre_western,genres_total,actor0_avg_revenue,actor0_avg_revenue_5y,actor0_blockbusters,actor0_blockbusters_5y,actor0_movies,actor0_movies_5y,actor0_gender,actor1_avg_revenue,actor1_avg_revenue_5y,actor1_blockbusters,actor1_blockbusters_5y,actor1_movies,actor1_movies_5y,actor1_gender,actor2_avg_revenue,actor2_avg_revenue_5y,actor2_blockbusters,actor2_blockbusters_5y,actor2_movies,actor2_movies_5y,actor2_gender,all_directors_avg_revenue,all_directors_avg_blockbusters,all_directors_avg_revenue_5y,all_directors_avg_blockbusters_5y,all_producers_avg_revenue,all_producers_avg_blockbusters,all_producers_avg_revenue_5y,all_producers_avg_blockbusters_5y
Wabash Avenue,NULL,22436289,0.109913,9,en,1,0,0,0,0,0,0,1950-03-31,1950,3,13,6,92,9,Intermediate,0,3,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36000000,NULL,0,0,1,0,2,21856926,NULL,0,0,2,0,0,36000000,0,NULL,0,NULL,NULL,NULL,NULL
Epic Movie,NULL,24665412,5.549609,18,en,1,0,0,0,0,0,0,2007-01-25,2007,1,4,5,86,9,Short,0,0,15,2,3,2,3,0,0,3,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,120886886,NULL,1,0,4,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,147965031,116956661,6,1,10,2,1,80547866,1,NULL,0,10449647,0,NULL,0
The Addams Family,NULL,56312115,12.962525,19,en,1,0,0,0,0,0,0,1991-11-22,1991,11,47,6,99,10,Intermediate,0,9,13,3,1,2,1,0,0,3,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,25147055,NULL,0,0,1,0,2,35150281,20300000,1,0,10,1,1,133470056,NULL,5,0,7,0,2,87528173,1,NULL,0,80487990,9,37688534,1
The Phantom of the Opera,NULL,94737904,7.682562,9,en,1,0,0,0,0,0,0,2004-12-08,2004,12,50,4,143,14,Long,0,19,22,3,2,5,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,4,181010141,325301045,7,3,10,3,2,78415136,8251,1,0,2,1,1,205392699,319085075,4,2,6,2,2,86440322,3,NULL,0,NULL,NULL,NULL,NULL
Casino,NULL,87232047,10.137389,45,en,1,0,0,0,0,0,0,1995-11-22,1995,11,47,4,178,18,Long,0,5,10,3,1,1,0,0,0,3,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,59660418,97314166,8,2,30,4,2,82764498,2681345,2,0,9,1,1,41454283,NULL,0,0,2,0,2,49841773,2,NULL,0,103169146,1,NULL,0
20th Century Women,NULL,7456445,9.855927,22,en,1,0,0,0,0,0,0,2016-12-25,2016,12,53,1,119,12,Intermediate,0,8,50,1,2,4,9,0,0,11,0,8,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89515317,350006,3,0,8,1,1,218235397,268887093,3,1,5,3,1,46189463,3307331,2,0,5,3,1,3626062,0,NULL,0,52718375.3,1,57788952.3,0
Phantom,NULL,10974429,6.651567,15,en,1,0,0,0,0,0,0,2013-01-03,2013,1,1,5,99,10,Intermediate,0,3,44,1,2,4,2,0,0,10,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,153885843,158915785,10,5,20,7,2,48451466,NULL,2,0,6,0,2,122023621,NULL,5,0,9,0,2,NULL,NULL,NULL,NULL,271431247,2,NULL,0
The Grand Seduction,NULL,13715041,15.108283,10,en,1,0,0,0,0,0,0,2014-05-30,2014,5,22,6,112,11,Intermediate,0,5,37,3,2,3,7,0,0,11,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102945547,119983978,9,2,16,4,2,268832522,149295601,3,1,3,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Runner Runner,NULL,32923286,8.864607,19,en,1,0,0,0,0,0,0,2013-09-24,2013,9,39,3,91,9,Intermediate,0,5,14,2,1,3,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,73313574,130865511,6,1,16,3,2,141895283,118488473,2,1,6,2,1,103724169,346864462,1,1,4,1,2,NULL,NULL,NULL,NULL,42413572,1,19039278,0
Babettes gæstebud,NULL,0,10.139954,30,da,0,0,0,0,0,0,0,1987-08-28,1987,8,35,6,102,10,Intermediate,0,5,26,2,1,2,2,0,0,4,0,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Whisper,NULL,14799247,10.425288,13,en,1,0,0,0,0,0,0,2007-11-27,2007,11,48,3,94,9,Intermediate,0,0,15,1,1,3,1,0,0,5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,356110949,17508518,1,0,2,1,2,160602194,160602194,1,1,1,1,1,6272403,0,6272403,0,54750206.5,1,NULL,0
The Best Man,NULL,13811002,5.055141,8,en,1,0,0,0,0,0,0,1999-10-22,1999,10,43,6,120,12,Long,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36419998,18452104,1,0,6,2,1,90341582,78833790,2,1,6,5,2,61626786,36172876,3,0,7,2,2,54544667,1,78378744,1,NULL,NULL,NULL,NULL
Point Break,NULL,45049692,11.453093,35,en,1,0,0,0,0,0,0,1991-07-12,1991,7,28,6,120,12,Long,0,13,13,1,1,2,3,0,0,3,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,96195786,NULL,2,0,9,0,2,59976670,7687720,4,0,16,4,2,45806839,NULL,2,0,9,0,2,66464923,1,NULL,0,93847104,1,NULL,0
Jawbreaker,NULL,4603667,7.434797,14,en,1,0,0,0,0,0,0,1999-01-30,1999,1,5,7,87,9,Short,0,28,22,1,3,3,1,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22369298,NULL,0,0,3,0,1,55550979,NULL,1,0,2,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
?????,NULL,9817857,1.883227,7,zh,0,0,0,0,0,0,0,2005-12-22,2005,12,52,5,107,11,Intermediate,0,2,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20000000,NULL,0,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,142502877,2,331957105,1,NULL,NULL,NULL,NULL
Dumbo,NULL,14122006,14.655879,14,en,1,0,0,0,0,0,0,1941-10-22,1941,10,43,4,64,6,Short,0,15,16,4,6,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121,NULL,0,0,1,0,2,90502326,2,NULL,0,94838689,2,NULL,0
La mort de Louis XIV,NULL,0,0.651404,16,fr,0,1,0,0,0,0,0,2016-11-02,2016,11,45,4,105,11,Intermediate,0,5,16,2,1,1,5,0,0,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,18080904,NULL,0,0,2,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ghostbusters,NULL,153389726,17.162744,75,en,1,0,0,0,0,0,0,2016-07-14,2016,7,29,5,116,12,Intermediate,0,4,100,4,3,11,14,0,0,16,0,6,3,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,116452209,185398793,7,4,11,5,1,267687921,475806087,6,3,10,3,1,622796739,622796739,2,2,2,2,1,235666219,1,235666219,1,121616234,8,NULL,0
Fantasia 2000,NULL,122764466,14.972573,12,en,1,0,0,0,0,0,0,1999-12-17,1999,12,51,6,74,7,Short,0,2,46,0,8,1,16,0,0,5,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,75246171,365522,5,0,11,1,2,14859394,NULL,0,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,131699686,0,NULL,0,NULL,NULL,NULL,NULL
Yellowbeard,NULL,0,9.290415,36,en,1,0,0,0,0,0,0,1983-06-24,1983,6,26,6,96,10,Intermediate,0,5,15,3,1,1,1,0,0,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20045115,NULL,0,0,1,0,2,1547397,NULL,0,0,1,0,2,22686377,NULL,0,0,5,0,2,8692426,0,NULL,0,28607524,0,NULL,0
Dog Pound,NULL,0,5.059285,15,en,1,0,0,0,0,0,0,2010-04-24,2010,4,17,7,91,9,Intermediate,0,3,15,2,1,1,3,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100344812,17671101,1,0,2,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mannequin,NULL,13503011,8.525782,35,en,1,0,0,0,0,0,0,1987-02-13,1987,2,7,6,89,9,Short,0,8,22,2,1,0,1,0,0,5,0,2,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,37803872,NULL,0,0,1,0,2,104807486,NULL,2,0,6,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lucky Lady,NULL,61775855,0.000657,5,en,1,0,0,0,0,0,0,1975-12-25,1975,12,52,5,118,12,Intermediate,0,0,3,2,1,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14681192,NULL,0,0,1,0,1,65886156,NULL,3,0,9,0,2,74321861,NULL,7,0,19,0,2,6000000,0,NULL,0,NULL,NULL,NULL,NULL
Hit & Run,NULL,2227036,7.148558,18,en,1,0,0,0,0,0,0,2012-08-22,2012,8,34,4,100,10,Intermediate,0,3,34,1,4,4,8,0,0,5,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,270474056,513634661,1,1,4,2,1,59505164,42833612,2,1,7,3,2,33285400,NULL,1,0,7,0,2,NULL,NULL,NULL,NULL,101192633,1,12314651,0
The Water Horse,NULL,49330825,5.083211,20,en,1,0,0,0,0,0,0,2007-12-25,2007,12,52,3,112,11,Intermediate,0,0,6,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63105787,70382739,4,3,10,6,0,32900168,37279439,0,0,3,1,2,19158074,0,NULL,0,NULL,NULL,NULL,NULL
Wanderlust,NULL,38973122,9.295078,31,en,1,0,0,0,0,0,0,2012-02-23,2012,2,8,5,98,10,Intermediate,0,6,14,2,1,2,1,0,0,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64108804,18000000,5,0,11,1,2,75057774,57793722,3,1,8,4,1,53723015,NULL,1,0,4,0,2,NULL,NULL,NULL,NULL,120369086,7,140795793,1
The Roommate,NULL,18184983,8.453293,15,en,1,0,0,0,0,0,0,2011-02-04,2011,2,6,6,91,9,Intermediate,0,14,20,4,1,1,1,0,0,11,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,73690646,NULL,1,0,2,0,1,30425448,41873798,1,1,4,2,1,89702812,162360636,3,1,4,1,2,NULL,NULL,NULL,NULL,49893378,1,NULL,0
Why Did I Get Married Too?,NULL,23448747,2.576815,10,en,1,0,0,0,0,0,0,2010-04-02,2010,4,14,6,121,12,Long,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,150430732,210430697,3,2,5,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27184054,27184054,0,0,2,2,1,46151820,1,16337881,0,NULL,NULL,NULL,NULL
Father of the Bride,NULL,0,5.490622,51,en,1,0,0,0,0,0,0,1991-12-20,1991,12,51,6,105,11,Intermediate,0,5,13,3,1,0,1,0,0,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,75246171,365522,5,0,11,1,2,163473310,351634732,6,1,12,3,1,107785740,233755553,2,1,3,1,1,44987425,1,NULL,0,227897014,4,NULL,0
Stargate,NULL,94879453,13.328924,15,en,1,0,0,0,0,0,0,1994-10-27,1994,10,44,5,121,12,Long,0,14,30,2,2,4,7,0,0,4,0,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,209064089,661803998,6,4,15,4,2,248488206,1405403694,1,1,6,1,2,62548947,NULL,0,0,1,0,2,121737375,2,102777206,1,116371359.3,1,205366737,0
Lemming,NULL,0,2.753316,13,fr,0,1,0,0,0,0,0,2005-05-11,2005,5,20,4,130,13,Long,0,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,21478998,8034,0,0,3,1,1,23524217,NULL,1,0,5,0,1,24778582,49100000,0,0,2,1,2,807535,0,NULL,0,NULL,NULL,NULL,NULL
Baise-moi,NULL,0,12.589992,21,fr,0,1,0,0,0,0,0,2000-06-28,2000,6,27,4,77,8,Short,0,12,10,3,2,0,1,0,0,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Two Weeks Notice,NULL,85266370,7.738531,26,en,1,0,0,0,0,0,0,2002-12-19,2002,12,51,5,101,10,Intermediate,0,2,7,1,1,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,148680641,716392705,7,1,12,1,1,134545405,48902953,7,0,10,1,2,44920582,NULL,2,0,4,0,1,145896422,1,NULL,0,126052771,1,NULL,0
Austin Powers: The Spy Who Shagged Me,NULL,50640342,13.984182,18,en,1,0,0,0,0,0,0,1999-06-08,1999,6,24,3,95,10,Intermediate,0,22,26,2,1,3,3,0,0,8,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,22488123,NULL,0,0,3,0,2,148335403,362000072,6,1,10,1,1,185786632,NULL,1,0,5,0,2,169666094,1,NULL,0,401482684.3,0,22678555,0
Need for Speed,NULL,71275015,18.271383,46,en,1,0,0,0,0,0,0,2014-03-13,2014,3,11,5,130,13,Long,0,7,69,3,2,10,11,0,0,14,0,3,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,15426236,18704595,0,0,4,1,2,92227916,215529201,1,1,3,1,2,28817180,2394090,1,0,7,4,1,81272766,1,NULL,0,12372410,0,NULL,0
Lady Killers,NULL,0,0.625659,4,en,1,0,0,0,0,0,0,2003-06-15,2003,6,25,1,90,9,Intermediate,0,0,11,2,1,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139134438,NULL,3,0,5,0,2,13319836,NULL,0,0,3,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S1m0ne,NULL,0,5.759483,74,en,1,0,0,0,0,0,0,2002-08-23,2002,8,34,6,117,12,Intermediate,0,5,28,1,1,5,6,0,0,6,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,115676081,NULL,8,0,12,0,2,63327201,63327201,0,0,1,1,1,65522153,173717125,7,2,17,2,1,31821837,0,31821837,0,264118201,1,NULL,0
Blue Ruin,NULL,0,11.509412,13,en,1,0,0,0,0,0,0,2014-04-25,2014,4,17,6,90,9,Intermediate,0,7,30,1,2,2,7,0,0,8,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7227038,7227038,0,0,1,1,0,17654912,17654912,0,0,1,1,2,48671965,NULL,1,0,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Chariots of Fire,NULL,15468795,6.877698,17,en,1,0,0,0,0,0,0,1981-05-15,1981,5,20,6,123,12,Long,0,8,24,2,2,4,1,0,0,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,53563470,NULL,2,0,5,0,2,77737889,NULL,1,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cyborg,NULL,1030875,8.473602,16,en,1,0,0,0,0,0,0,1989-04-07,1989,4,14,6,86,9,Short,0,7,20,1,1,2,1,0,0,5,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,45296342,NULL,2,0,9,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1250712,0,NULL,0,15018829.5,0,NULL,0
Ping Pong Summer,NULL,0,4.572751,13,en,1,0,0,0,0,0,0,2014-06-06,2014,6,23,6,92,9,Intermediate,0,3,14,1,1,1,1,0,0,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49841101,36970220,8,1,25,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89597549,NULL,4,0,10,0,1,NULL,NULL,NULL,NULL,21107746,0,NULL,0
The In-Laws,NULL,31693017,3.336115,14,en,1,0,0,0,0,0,0,1979-06-15,1979,6,24,6,103,10,Intermediate,0,5,8,1,1,1,1,0,0,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12489266,NULL,0,0,9,0,2,86617467,38307627,5,0,9,1,2,43457983,NULL,0,0,3,0,2,68336679,1,NULL,0,NULL,NULL,NULL,NULL
Howl,NULL,35173,5.416588,15,en,1,0,0,0,0,0,0,2010-08-26,2010,8,35,5,84,8,Short,0,7,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58132558,3721285,5,0,19,6,2,78705592,66221895,4,1,10,5,2,10029359,NULL,0,0,3,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Not of This Earth,NULL,453829,1.569865,20,en,1,0,0,0,0,0,0,1988-05-20,1988,5,21,6,81,8,Short,0,9,11,2,1,1,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,13378344,NULL,0,0,3,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13168027,NULL,0,0,1,0,2,192816,0,NULL,0,NULL,NULL,NULL,NULL
Paranormal Activity 2,NULL,3517312,7.388933,10,en,1,0,0,0,0,0,0,2010-10-20,2010,10,43,4,91,9,Intermediate,0,5,27,4,4,2,0,0,0,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,157059996,86362372,4,1,4,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71975512,1133031,1,0,2,1,2,1133031,0,1133031,0,107621662.5,6,91853124,3
Byzantium,NULL,11135178,6.79497,23,en,1,0,0,0,0,0,0,2012-09-09,2012,9,37,1,118,12,Intermediate,0,4,58,2,1,7,5,0,0,11,0,6,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,52299406,31686316,1,0,3,2,1,141895283,118488473,2,1,6,2,1,259410592,387457057,1,1,3,2,2,74851876,1,NULL,0,26434735,0,18271546.5,0
About Last Night...,NULL,0,2.769589,19,en,1,0,0,0,0,0,0,1986-07-02,1986,7,27,4,113,11,Intermediate,0,0,8,2,1,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,140813885,NULL,2,0,6,0,1,52067777,12342632,1,0,6,1,2,43132054,18662027,3,0,12,1,2,115567617,4,NULL,0,NULL,NULL,NULL,NULL
Non ti muovere,NULL,0,2.855055,20,it,0,0,0,0,0,1,0,2004-03-12,2004,3,11,6,125,13,Long,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,419651413,NULL,1,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,611899420,NULL,1,0,1,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Night at the Museum,NULL,139495387,16.661966,21,en,1,0,0,0,0,0,0,2006-10-20,2006,10,42,6,108,11,Intermediate,0,14,19,2,1,7,1,0,0,4,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,82880245,96275495,6,1,15,2,2,215283742,NULL,1,0,1,0,2,125802060,377791212,10,2,17,3,1,46088778,0,42648160,0,117340131.7,2,149249937.7,1
Barney's Version,NULL,35173121,7.524794,10,en,1,0,0,0,0,0,0,2010-10-26,2010,10,44,3,134,13,Long,0,5,24,2,2,3,2,0,0,8,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,141104480,166529474,8,1,13,3,2,78125179,NULL,6,0,13,0,2,154258419,104458523,5,1,10,4,1,NULL,NULL,NULL,NULL,1986615,0,1986615,0
Cujo,NULL,12834187,7.065626,11,en,1,0,0,0,0,0,0,1983-08-10,1983,8,33,4,91,9,Intermediate,0,11,32,3,2,3,8,0,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,51827397,28641776,1,0,5,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11263966,NULL,0,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Real Steel,NULL,125021761,19.265552,0,en,1,0,0,0,0,0,0,2011-09-28,2011,9,40,4,127,13,Long,1,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Night Before,NULL,26966104,10.516094,25,en,1,0,0,0,0,0,0,2015-11-20,2015,11,47,6,101,10,Intermediate,0,6,21,4,1,1,0,0,0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21074546,24811036,0,0,11,2,2,159160067,100392123,7,1,8,2,2,209357300,386881847,5,4,12,6,2,60242116,1,88913187,1,12342632,0,12342632,0
Nixon,NULL,73811732,5.092,34,en,1,0,0,0,0,0,0,1995-12-22,1995,12,51,6,192,19,Long,0,6,8,2,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,151594411,324130380,6,2,13,3,2,170054628,NULL,3,0,4,0,1,270431496,NULL,2,0,7,0,2,53892533,2,37279439,0,58491413,2,NULL,0
Der Räuber,NULL,4572506,1.824255,8,de,0,0,0,1,0,0,0,2010-02-14,2010,2,8,1,96,10,Intermediate,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Next Avengers: Heroes of Tomorrow,NULL,0,4.467383,11,en,1,0,0,0,0,0,0,2008-09-02,2008,9,36,3,78,8,Short,1,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,120000,NULL,0,0,1,0,2,48190704,NULL,0,0,1,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4935513,0,4571025,0,NULL,NULL,NULL,NULL
Thirteen Days,NULL,118772125,10.204559,6,en,1,0,0,0,0,0,0,2000-12-24,2000,12,53,1,145,15,Long,0,5,36,1,2,2,11,0,0,9,0,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,195695950,314697805,7,2,13,3,2,74679968,11392668,4,0,14,4,2,247918097,714766572,1,1,3,1,2,63745594,3,32556119,0,218142037,2,NULL,0
Get Him to the Greek,NULL,46897494,7.33335,25,en,1,0,0,0,0,0,0,2010-06-04,2010,6,23,6,109,11,Intermediate,0,1,19,2,2,3,1,0,0,7,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141122888,222129720,9,3,15,4,2,189795709,346864462,1,1,2,1,2,168352282,72143073,2,1,6,5,1,182379278,1,182379278,1,60369877,3,140795793,0
Death of a Dynasty,NULL,0,0.902846,20,en,1,0,0,0,0,0,0,2005-04-29,2005,4,18,6,92,9,Intermediate,0,0,5,1,1,0,0,0,0,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95881527,NULL,2,0,2,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3090862,0,NULL,0
